audio_path,label,frame_labels,start_sec,end_sec,transcript,chunk_language
D:\Acads\8th Semester\SU\Assignmen_2\lid_prep\chunks\chunk_000091.wav,hi,D:\Acads\8th Semester\SU\Assignmen_2\lid_prep_subtitles\frame_labels\chunk_000091.npy,,,"तो आपने ताग भाई, शीव और जीव का एकात्म क्या होता है, शीव ती सेवा करनी है, तो जीव की सेवा करो, शीव और जीव में एकत्व की अनबुति करो, सच्चा अदवेत इसी में जीया जासकता है, तो आसे बिचारों को मैं खो जाता था, फिर तोड़ा उस तरब में मन कर जाता ता मुझे आद है कटना",hi
D:\Acads\8th Semester\SU\Assignmen_2\lid_prep\chunks\chunk_000092.wav,hi,D:\Acads\8th Semester\SU\Assignmen_2\lid_prep_subtitles\frame_labels\chunk_000092.npy,,,"अम जिस महले महम रहते थे, उसके बहार एक महदेव जी का मंदिर था, तो महाँ एक सन्त आए थे, तो वो सन्त कुछ रुए कुछ सादनाव अगरे करता करता थे, मेरा भी उनके प्रती थोडा अकर्षन हो रहा था, यह कुज अद्धात बिच्षक्ती इंके वास होगी शाए, क्योगी विवे कानजी को तो परते से देखा तुर्टुटूटूटूटूटूटूटूटूटूटूटूटूटूटूटूटूटूटूटूटूटूटूटूटूटूटूटूटूटूटूटूट�",hi
D:\Acads\8th Semester\SU\Assignmen_2\lid_prep\chunks\chunk_000093.wav,hi,D:\Acads\8th Semester\SU\Assignmen_2\lid_prep_subtitles\frame_labels\chunk_000093.npy,,,"आप नहीं ता कुछ, तो कुछ आज़े लोग देखना कुछ मिलते थे, तो नवरातरी का ब्रत कर रहते रहते है तो सब नहीं अपने हाद पर हमारे हैं जवेरा बहुलते हैं जो उगाते हैं एक प्रकर से गाँस हाद के प्रोगान आज़े से हूना नुव दस दिन तब आप � तो मात्माज कर रहेते, अप उनी दिनो में मेरे मामाज के परिवार में है।",hi
D:\Acads\8th Semester\SU\Assignmen_2\lid_prep\chunks\chunk_000094.wav,en,D:\Acads\8th Semester\SU\Assignmen_2\lid_prep_subtitles\frame_labels\chunk_000094.npy,,,"मैं, मैं, मैं, मैं, मैं, मैं, मैं, मैं, मैं, मैं, मैं, मैं, मैं, मैं, मैं, मैं, मैं, मैं, मैं, मैं, मैं, मैं, मैं, मैं, मैं, मैं, मैं, मैं, मैं, मैं, मैं, मैं, मैं, मैं, मैं, मैं, मैं, मैं, मैं, मैं, मैं, मैं, मैं, मैं, मैं, मैं, मैं, मैं, मैं, मैं, मैं, मैं, मैं, मैं, मैं, मैं",hi
D:\Acads\8th Semester\SU\Assignmen_2\lid_prep\chunks\chunk_000095.wav,hi,D:\Acads\8th Semester\SU\Assignmen_2\lid_prep_subtitles\frame_labels\chunk_000095.npy,,,"कुछ उसी दिशा मैं कुछ मन लग जाता था कभी लगता था के भी आमारे गाँम लेप कुछ लोग पोज में काम करते दे चुट्टिवो में आते थे तो तो यूँई फाम पहन के चलते देदो मैं भी देन परूंके उपीशे भीशे बाखता दा कही देखे किन देशकी सेवा कर रहा है तो ऐसे, लिकिन कुछ मेरे लिये नहीं कुछ करना है, बस यह भाव रहता दा तो जाला समझ नहीं ते कोई रोड मैप भी नहीं ता",hi
D:\Acads\8th Semester\SU\Assignmen_2\lid_prep\chunks\chunk_000096.wav,hi,D:\Acads\8th Semester\SU\Assignmen_2\lid_prep_subtitles\frame_labels\chunk_000096.npy,,,"भूग ती कुष मुझे इस जिवन को जानने की बहुष जानने की तु मैं चल गया चला गया, निकल पडा तुर हम्प्रसे मिशन मैं में मेरा समपर गया बहागे सन्पुने बहुत प्यार दिया मुझे बहुत आसेर वाती है स्वामिल आत्मस्ताननजी के साथ तो मेरी बड़ी निकर्ता बन गई गो सो साथ तक करी परिप जीवित रहें और जीवन के आखरिक शनो मैं मेरी बहुत इच्आए।",hi
D:\Acads\8th Semester\SU\Assignmen_2\lid_prep\chunks\chunk_000097.wav,hi,D:\Acads\8th Semester\SU\Assignmen_2\lid_prep_subtitles\frame_labels\chunk_000097.npy,,,तुम क्यों आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आ� आ� आ� आ� आ� आ� आ� आ� आ� आ� आ� आ� आ� आ� आ� आ� �,hi
D:\Acads\8th Semester\SU\Assignmen_2\lid_prep\chunks\chunk_000098.wav,hi,D:\Acads\8th Semester\SU\Assignmen_2\lid_prep_subtitles\frame_labels\chunk_000098.npy,,,"भीबे कानेजी नित जो भी कहाए वो समाज की बहला एक लिए है तुम तो सेवा के लिए बने हो तो मैं एक प्रकार थे बहार थोड़ा निराज भी हूँ को इक उप देजी सुने को मिला मदद तो मिली नहीं फिर में आपने रास्ते पर चलता रहा, कई जगा पे बालें लाइत में रहा, बहुत कुछ अनुबो गया अस देखा.",hi
D:\Acads\8th Semester\SU\Assignmen_2\lid_prep\chunks\chunk_000099.wav,hi,D:\Acads\8th Semester\SU\Assignmen_2\lid_prep_subtitles\frame_labels\chunk_000099.npy,,,बहुत सारी जीवन के अनुहो रहे काई लोगो से मिलना हूँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँ लिकिन सम्ने मुझे गरने में बहुत बड़ी मदध की,hi
D:\Acads\8th Semester\SU\Assignmen_2\lid_prep\chunks\chunk_000100.wav,hi,D:\Acads\8th Semester\SU\Assignmen_2\lid_prep_subtitles\frame_labels\chunk_000100.npy,,,"मेरे भीटर की सामर्त को अस्मसे बल मिला, साथना करना, ब्रहम्मुर्त में उतना, अस्नान करना, लोको की सेवा करना, सहथ रख से जो बुजुर्क संथ होते थे, तपस्पी संथ उनकी सेवा करना, इक बार वहापर नेच्रार केलिमिटी आई थी तो मैं काठी गाम वलो की मजद में लग गया तु ये मेरे यूँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँ",hi
D:\Acads\8th Semester\SU\Assignmen_2\lid_prep\chunks\chunk_000101.wav,en,D:\Acads\8th Semester\SU\Assignmen_2\lid_prep_subtitles\frame_labels\chunk_000101.npy,,,جو سانت محتمہ جو بھی دن کے پاس کبین میں رہتا تھا، جادہ ایک جگہ کبین نہیں رہتا تھا، میں جادہ پٹھکتا ہی رہتا تھا، وہ ایک پرکار بیسا ہی جیوان تھا۔ اور لوگوں کے لئے کسی کسی کسی کسی کسی کسی کسی کسی کسی کسی کسی کسی کسی کسی کسی کسی کسی کسی کسی کسی کسی کسی کسی کسی کسی کسی کسی کسی کسی کسی کسی کسی کسی کسی کسی کسی کسی کسی کسی کسی کسی کسی کسی کسی کسی کسی کسی کسی کسی کسی کسی کسی کسی کسی کسی کسی کسی کسی کسی کسی کسی کسی کسی کسی کسی کسی کسی کسی کسی کسی کسی کس,ur
D:\Acads\8th Semester\SU\Assignmen_2\lid_prep\chunks\chunk_000102.wav,en,D:\Acads\8th Semester\SU\Assignmen_2\lid_prep_subtitles\frame_labels\chunk_000102.npy,,,"So there's another possible life that could have been where you take Sannyasa, you give away everything, and you're a monk. So we could have had a monk Narendra Modi, a Prime Minister Narendra Modi, and he helped you take the decision to live a life of service at every scale. It is as if you think from the view of the outside world that someone would call it a leader or a prime minister.",en
D:\Acads\8th Semester\SU\Assignmen_2\lid_prep\chunks\chunk_000103.wav,hi,D:\Acads\8th Semester\SU\Assignmen_2\lid_prep_subtitles\frame_labels\chunk_000103.npy,,,"मुखमत्री कहते हूँगे लेकि मेरा जो भीतर जीवन है बूस भास साथत्ते है जो बच्पन मैं मां बच्चों को कुछ उख्चार करती थी उस समय उन बच्चों को समालने वाला मोदी हमाले हमें भद्रक्ता हूँँ मोदी या आज इस तान पर बैर कर के, काम कर रहा हमोदी",hi
D:\Acads\8th Semester\SU\Assignmen_2\lid_prep\chunks\chunk_000104.wav,hi,D:\Acads\8th Semester\SU\Assignmen_2\lid_prep_subtitles\frame_labels\chunk_000104.npy,,,उसका सब के अंदर एक साथट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट,hi
D:\Acads\8th Semester\SU\Assignmen_2\lid_prep\chunks\chunk_000105.wav,en,D:\Acads\8th Semester\SU\Assignmen_2\lid_prep_subtitles\frame_labels\chunk_000105.npy,,,"I have been taking care of myself since I was a kid. Another part of your life of who you are is you've spoken your whole life about putting your nation of India above all else. When you were eight, you joined the RSS, which espouses the idea of Hindu nationalism. Can you tell me about RSS and what impact they had on who you are and the development of your political ideas? Yes. Look at that.",en
D:\Acads\8th Semester\SU\Assignmen_2\lid_prep\chunks\chunk_000106.wav,hi,D:\Acads\8th Semester\SU\Assignmen_2\lid_prep_subtitles\frame_labels\chunk_000106.npy,,,"बज्पन में कुषनु कुष करते रहना ये सब हाँ था मेरा, मुझे आद है मेरे हा एक माकोसी मुझे नाम बड़ाया ने वो सेवादल के शाएद हूँए करते दे, माकोसी सूनी आँसा कुटबी थे, अब बजाने वाली डफली जैसा रखते थे अपने बास, और देश वक्",hi
D:\Acads\8th Semester\SU\Assignmen_2\lid_prep\chunks\chunk_000107.wav,hi,D:\Acads\8th Semester\SU\Assignmen_2\lid_prep_subtitles\frame_labels\chunk_000107.npy,,,तो लग लग जगा भे उंके कार्कम होते थे तो मैं पागल की तरा बस उंको सुन्ने चला जाता था राद राद बर उंके देश्वक्ति के गाने सुनता तो मुझे मजा आता था क्यों आता तो उब पता नहीं है बैसे ही मेरे हा रास्टेश में सक संकी साखा चलते थी साखा में खेल्कुद होता लिए दिश्वक्ति के गीथ होते थे मन को ज़ा बड़ा मजा आता था एक मन को चुता था चा लगता था तो ऐसे ही करके हम संग में आगा है,hi
D:\Acads\8th Semester\SU\Assignmen_2\lid_prep\chunks\chunk_000108.wav,hi,D:\Acads\8th Semester\SU\Assignmen_2\lid_prep_subtitles\frame_labels\chunk_000108.npy,,,"तुर संगे के एक संवस्कार दो मेलें कि भाई कुछ भी सोचो करो, अगर वो पडते हो तो भी सोचो कर में इतना पुडु, इतना पुडु में देशके काम अगु। अगर ब्यायाम करतों, में आसा वयायाम करो, आसा वयाम करो, मरा शरीर भी देशको काम अगु। यह संगे के लोग सिखाते रहते है, अब संगे के बहुत बड़ा संगतन है, शाए अब उसके सो साल हो रही, यह सोमा वर्स है, अब दुनिया पुष्ग, अब पुष्ग, अब पुष्ग, अब पुष्ग, अब पुष्ग, अब पुष्ग, अब पुष्ग, अब पुष्ग",hi
D:\Acads\8th Semester\SU\Assignmen_2\lid_prep\chunks\chunk_000109.wav,hi,D:\Acads\8th Semester\SU\Assignmen_2\lid_prep_subtitles\frame_labels\chunk_000109.npy,,,"अपना में यतना बडा सवहम से भी संगतन कही होगा, यसा मेरे तो नहीं सुना है। करोनो लोग उसके साथ जुडे हूँए है। लेकिन संग क्यो समवजना यतना सरल नहीं है। संग के काम को समवजने का प्रहास कन नहीं है। और संग स्वैम तो एक पर्पाज़ा ब्लाइप जीस को कहे है",hi
D:\Acads\8th Semester\SU\Assignmen_2\lid_prep\chunks\chunk_000110.wav,hi,D:\Acads\8th Semester\SU\Assignmen_2\lid_prep_subtitles\frame_labels\chunk_000110.npy,,,"इसके विशे में आपको एक अच्छी दिशा देता है, दुश्रा देशी सब कुछ है, और जन सेवा ही प्रभु सेवा है, ये जो हमारे वेद काल से जो कहाडे है, जो हमार रुष्यों ने कहा, जो विवेकान ने कहा, बही बाते संके लोग करते है, तो स्वेंशो को कहतें बहुत तुमे संग मेंसे जो परना मिली एक गन्टा शाखाया वो स्वेंश नहीं। नहीं। विनिफों परना वो स्वेंश शंग नहीं है।",hi
D:\Acads\8th Semester\SU\Assignmen_2\lid_prep\chunks\chunk_000111.wav,hi,D:\Acads\8th Semester\SU\Assignmen_2\lid_prep_subtitles\frame_labels\chunk_000111.npy,,,"तुम ने समाज के लिए कुछ करना ची, और वो स्प्रेडा के आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आज आ� आ� आ",hi
D:\Acads\8th Semester\SU\Assignmen_2\lid_prep\chunks\chunk_000112.wav,hi,D:\Acads\8th Semester\SU\Assignmen_2\lid_prep_subtitles\frame_labels\chunk_000112.npy,,,"समाज की मदद से बाज जाना समहे देना बच्छो को पडाना, उनके हेल्ट की चिन्ता करना, अज़े से काम करते है, सामस्कार उनके लाना, उसी लाके में सवच्षता का का काम करना, अज़े बिल्कु समाज अप सबाल लाकि चोटा नम्बन नहीं, बैसे कुष विंसेख है, स",hi
D:\Acads\8th Semester\SU\Assignmen_2\lid_prep\chunks\chunk_000113.wav,hi,D:\Acads\8th Semester\SU\Assignmen_2\lid_prep_subtitles\frame_labels\chunk_000113.npy,,,"अदिवास्यों के बीष्य में रहे करके, अदिवास्यों के सेवा करते, सत्तर हजार से जान्दा बन टीटर वान्स को लेकल विद्याले चलातें और अमेरिका में भी कुछ लोग हैं, जो मुन को लिए शाएद दस डोलर या पन्रा डोलर का दोनेशन करतें इस काम के लिए और उग गयते हैं के खोका कोला नहीं पीनी है इस मैंने एक खोका कोला मत पीो और उतरा पैसा है एकल विद्याल एको दो. अप्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट",hi
D:\Acads\8th Semester\SU\Assignmen_2\lid_prep\chunks\chunk_000114.wav,hi,D:\Acads\8th Semester\SU\Assignmen_2\lid_prep_subtitles\frame_labels\chunk_000114.npy,,,"अदिवासी बच्छो क्यो प्रानिग ले करना, कुछ स्वेंसो को ने सिक्षाग में करन्ति लानेग ले, विद्या बार्दि नाम का संगरे न करा किया, करी पच्छी सजार, सकूल चलते है नके देश में, और तीस लाख से चात्रा अट्र ताईम होते हो और मैं मानता हो तक करोलो बिध्यार दियों को और बहुती कम दाम में पड़ाई हो और संसकार को भी प्राते है",hi
D:\Acads\8th Semester\SU\Assignmen_2\lid_prep\chunks\chunk_000115.wav,hi,D:\Acads\8th Semester\SU\Assignmen_2\lid_prep_subtitles\frame_labels\chunk_000115.npy,,,"जमिन से जुडे वे लोग हो, कुछ तो कुछ हुनर सेक है, समाईत पर भोज नो बने याने जीवन के हर क्षेट्र में, वे जाए मैला हो, यूवा हो, यूवन मद्दूर शाएद मैंबर्सिप के हिसाब से मैं कहुट हो, बहारतिय मद्दूर संग है, शाएद उसके पच्पन आदान हाजार के करीब यून्यन्स है शाएत और कर्रों के तादान में उनके कर्रों कर्रों कर्रों कर्रों कर्रों कर्रों कर्रों कर्रों कर्रों कर्रों कर्रों कर्रों कर्रों कर्रों कर्रों कर्रों कर्रों कर्रों कर्रों कर्रों कर्रों कर्रों कर्रों कर्रों कर्रों कर्रों कर्र",hi
D:\Acads\8th Semester\SU\Assignmen_2\lid_prep\chunks\chunk_000116.wav,hi,D:\Acads\8th Semester\SU\Assignmen_2\lid_prep_subtitles\frame_labels\chunk_000116.npy,,,"अगर से मेंबर से, सै दूनिया में येदना बड़ा लेबर उनियन कुछ नहीं होगा और सिखा कैसा जाता है। लिप्टिस लोगों लेए मद्दूरो की मुमेंटो को बड़ा बल दिया लेबर मुमेंट जो लगे हूंका नारा क्या होता है बरकर सब दबाल यूनाएक दून्याके मद्दूरो एक हो जाूँ फिर देख लेंगे ये बाव होता है",hi
D:\Acads\8th Semester\SU\Assignmen_2\lid_prep\chunks\chunk_000117.wav,hi,D:\Acads\8th Semester\SU\Assignmen_2\lid_prep_subtitles\frame_labels\chunk_000117.npy,,,"ये मद्दुर संगवाले क्या कैते है, जो RSS के सागा से निकलिए हूए स्विश्वक मद्दुर संग्वाले क्या कैते है। वो कैते है, वरकर्स युनाइट देवाल. वो कैते है, वरकर्स अप देवाल युनाइट. ये कैते है, वरकर्स युनाइट देवाल. युनाइत तवारुल्द",hi
D:\Acads\8th Semester\SU\Assignmen_2\lid_prep\chunks\chunk_000118.wav,hi,D:\Acads\8th Semester\SU\Assignmen_2\lid_prep_subtitles\frame_labels\chunk_000118.npy,,,"अपनी रुची प्रक्डूती प्रबुति के अनुसार जब काम करते हैं। तो इस प्रकार के जिकती विज्यो को बल देते हैं। और जब इन खामो को देखेंगे, तब आपको सो साल में राश्टिये स्वेंशक संगने है। बारत के सारे चका चोन दुन्या से दूर रहते हूँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँ�",hi
D:\Acads\8th Semester\SU\Assignmen_2\lid_prep\chunks\chunk_000119.wav,hi,D:\Acads\8th Semester\SU\Assignmen_2\lid_prep_subtitles\frame_labels\chunk_000119.npy,,,"सबवाय के रहां के एसे पवित्र संगशन से मुझे संवसकार में ले जी। लिए लिए प्पर्पज में जे मिला। फिरा मेरा सबवाय के रहां के मैं कुछ पल के लिए कुछ समय के लिए संतो के भी चला गया। तो हम मुझे अद्यात में अदिस्तान मिला। तो सिस्त मिली, लाईप परपच मिला, सन्तोग के बाजा दियात मिला, स्वामि आत्मस्तान आन्जी जेसे लोगने जिवन बर मेरा हाद पक्ष्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्",hi
D:\Acads\8th Semester\SU\Assignmen_2\lid_prep\chunks\chunk_000120.wav,hi,D:\Acads\8th Semester\SU\Assignmen_2\lid_prep_subtitles\frame_labels\chunk_000120.npy,,,"करकर के दखा, हर पल मेरा मारदसन करते रहे, तो रामकर से मिशन, स्वामी भीवे कानन जी, उनके विशार, संगके, सेवा भाव, इस सब ने मेरे मुझे ग़ने में, बहुत बहुँँ कादा की है।",hi
D:\Acads\8th Semester\SU\Assignmen_2\lid_prep\chunks\chunk_000121.wav,en,D:\Acads\8th Semester\SU\Assignmen_2\lid_prep_subtitles\frame_labels\chunk_000121.npy,,,"foundational idea that unites all of these disparate worlds and communities and cultures, what would it be?",en
D:\Acads\8th Semester\SU\Assignmen_2\lid_prep\chunks\chunk_000122.wav,hi,D:\Acads\8th Semester\SU\Assignmen_2\lid_prep_subtitles\frame_labels\chunk_000122.npy,,,"सो से जादा लेंबेजी, हज़रो बोलिया आप भारत में कुष मिल पर जाँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँ लेकिन जब च़ा और गेरा ज़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़",hi
D:\Acads\8th Semester\SU\Assignmen_2\lid_prep\chunks\chunk_000123.wav,hi,D:\Acads\8th Semester\SU\Assignmen_2\lid_prep_subtitles\frame_labels\chunk_000123.npy,,,तो आपको ये तन्तू मिलेंगे ताज़ मैं का वो आमार यहां राम की चर्चा हर मुज्से सुन्ने को मिलेंगे राम का नाम फर जगापे सुने को मिलेंगे लेकिन आप देखेंगे तमिल नारू से सुरू करेंगे जम्मु कष्मिर तक जाएंगे आपको कोईं कोई वेक्ती म जिनके नाम में कहीं कही राम होगा गुजरात में जाएंगे तो रामभाई कहेगा,hi
D:\Acads\8th Semester\SU\Assignmen_2\lid_prep\chunks\chunk_000124.wav,hi,D:\Acads\8th Semester\SU\Assignmen_2\lid_prep_subtitles\frame_labels\chunk_000124.npy,,,तमिलानु भी जाएंगे तु राम्चंटरर कहेगा महराश्तु में जायंगे तु राम्बहू कहेगा तु याने ये भिषेस्ता भारत को संद्फ्रुए तु से भान्द्रेगा अब जैसे अप श्नान भी करते है हमारे देश में तु क्या करते है बाद्टी बाले पाने से लेते हैं लेकिन गंगे चायमूने पाने से लेते हैं,hi
D:\Acads\8th Semester\SU\Assignmen_2\lid_prep\chunks\chunk_000125.wav,hi,D:\Acads\8th Semester\SU\Assignmen_2\lid_prep_subtitles\frame_labels\chunk_000125.npy,,,याने बारत के हर कोने की नदियो का समरन कर के मैं उत दरबदे शिन्दू का वेरी जलिस्मिं सन्निधिम करू अगे सभी नदियो के पानी सिम्वस्नान कर रहू पूरे देश्का बाहमार यहां संकलप के बरंपरा हुती है कोई भी काम करे है पुजा हो तो संकलप भी है और आ� तो बड़ा हिस्टी लिखी जा सकती है याने किस प्रकार,hi
D:\Acads\8th Semester\SU\Assignmen_2\lid_prep\chunks\chunk_000126.wav,hi,D:\Acads\8th Semester\SU\Assignmen_2\lid_prep_subtitles\frame_labels\chunk_000126.npy,,,"देटा कुलक्षन मेरी देष्ट में होता दा सास्त्र कैसे काम करते थे, बड़ा युनिक वेद हा कोई संकल्प लेता है या पुजा करता है, या मानो शादी हो रही है तो पूरे पहले ब्रमाथ से खुरो सुरू कर दे जंबूद्वीपे, भरद्खन्दे, आर्यवर्ट्त से शुरू करते-करते-करते, गाँ तक आएंगे, फिरुज परीवार तक आएंगे, फिरुज परीवार के देवता हुंके उसका स्मणर करेंगे.",hi
D:\Acads\8th Semester\SU\Assignmen_2\lid_prep\chunks\chunk_000127.wav,hi,D:\Acads\8th Semester\SU\Assignmen_2\lid_prep_subtitles\frame_labels\chunk_000127.npy,,,"याने ये भारत में और आज भी हिंदुस्तान के फर खोने में हो रहा है ये लेकिन दुजबाग वेश्टन मोडल क्या रहा है दुन्या के और मोडल क्या रहा है के वो शासकी ये वेवस्तान के आदर पर डून ले लगे भारत में सासकी ये बेवस्ताने भी कईई प्रकार की रहीं कईई बिख़्िए विए कईई तुक्रों में दिखाई देगी राजा माराजाव की संक्या दिखाई देगी लेकिन भारत की एकता एज सासकुर दिएग बंदहनो से हमाराजा,",hi
D:\Acads\8th Semester\SU\Assignmen_2\lid_prep\chunks\chunk_000128.wav,hi,D:\Acads\8th Semester\SU\Assignmen_2\lid_prep_subtitles\frame_labels\chunk_000128.npy,,,"अगर यहाँ तिर थियात्रा के प्रम्प्रार है, चार दहाम की संक्राचानेर तापनाटी, आज भी लाग्खो लोग एक स्थान से तुस्रे जहांतर तिर थियात्र करेंगे, अभर यहां काशमे लोग हैंगे",hi
D:\Acads\8th Semester\SU\Assignmen_2\lid_prep\chunks\chunk_000129.wav,en,D:\Acads\8th Semester\SU\Assignmen_2\lid_prep_subtitles\frame_labels\chunk_000129.npy,,,"historical foundation of modern India, along with yourself, Mahatma Gandhi is one of the most important humans to have ever lived, but certainly one of the most important humans to the history of India. What do you admire about Mahatma Gandhi? You know that my birth took place in Gujarat.",en
D:\Acads\8th Semester\SU\Assignmen_2\lid_prep\chunks\chunk_000130.wav,hi,D:\Acads\8th Semester\SU\Assignmen_2\lid_prep_subtitles\frame_labels\chunk_000130.npy,,,"मेरी मात्रु भाश़्ा गुज्राती है, मात्मा गान्दी का जन्मा भी गुज्रातने हूँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँँ�",hi
D:\Acads\8th Semester\SU\Assignmen_2\lid_prep\chunks\chunk_000131.wav,hi,D:\Acads\8th Semester\SU\Assignmen_2\lid_prep_subtitles\frame_labels\chunk_000131.npy,,,"बारकर के बारत के लोगो के सेवा के लिया आगा है, बारत के आजादी के जंग मैं उतर गये। और बाहत्मा गान्दी का कम दिक प्रभाव, आप भी बारतिय जीवन पर किसे ने किसे रुप में दिकता है। और मात्मा गांदी जीने, जो बाते कही उसको जीने का प्रेयास किया, अब ज़े स्वर्च्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्ट्",hi
D:\Acads\8th Semester\SU\Assignmen_2\lid_prep\chunks\chunk_000132.wav,hi,D:\Acads\8th Semester\SU\Assignmen_2\lid_prep_subtitles\frame_labels\chunk_000132.npy,,,"उस्विष्ट्टा के बड़े आग्रे थे, लेकिन उस्विष्ट्टा करते थे, और कही पर भी जायते स्विष्ट्टा की जर्चा भी करते थे. तुस्रा बारत ने आजादि का अंदोलन देकिए, बारत थाई मुगल रहे होगे, यह आंगरेज रहे होंगे यह कुई वोर रहे होंगे हिंदुस्तान में सेंक्रो वर्षों की गुलामी के बावजुद भी",hi
D:\Acads\8th Semester\SU\Assignmen_2\lid_prep\chunks\chunk_000133.wav,hi,D:\Acads\8th Semester\SU\Assignmen_2\lid_prep_subtitles\frame_labels\chunk_000133.npy,,,"कोई समय आसा नहीं गया होगा, कोई भूभाग आसा नहीं गया होगा, देहां भारत में कही ने कही आजादी की जोड जलीना को. लक्षाओदी लोकों आपने आपको बलिदान दिया, लाक्खो लोगों ने बलिदान दिया. आजादी किलि मर्मिते जवानी जलो में खबादी मात्मा गान्दी ने भी आजादी किलि काम किया लिए फर्क क्या खान?",hi
D:\Acads\8th Semester\SU\Assignmen_2\lid_prep\chunks\chunk_000134.wav,hi,D:\Acads\8th Semester\SU\Assignmen_2\lid_prep_subtitles\frame_labels\chunk_000134.npy,,,"बे कपस्पी लोगते, भीर्पूर्से, त्यागी लोगते, देशके लिए मरने मिट्ने वाले लोगते, लिए आते देशके लिए शहीद हो जाते थे. परम्परा तो बहुत बनी रही, उसने एक भाता में बनाया. जानान्दोलन्ग़ा किया।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।�",hi
D:\Acads\8th Semester\SU\Assignmen_2\lid_prep\chunks\chunk_000135.wav,hi,D:\Acads\8th Semester\SU\Assignmen_2\lid_prep_subtitles\frame_labels\chunk_000135.npy,,,"तुम चर्खा काँत रहे हो, खादी बनारे हो, तुम आजादिर लें काम कर रहे हो, तुम लेप्रेषी के पेसंट के सेवा कर तुम आजादिर के लें कर रहो, उनो ने हर काम के साथ आजादिर के रंग से रंग दिया, अगरेद कभी समजी नहीं पाहे, अंगरेजो कभी अंदाजी नहीं था",hi
D:\Acads\8th Semester\SU\Assignmen_2\lid_prep\chunks\chunk_000136.wav,hi,D:\Acads\8th Semester\SU\Assignmen_2\lid_prep_subtitles\frame_labels\chunk_000136.npy,,,"के एक चॉटकी बर नमक दान्दी आत्रा, एक बहुत बडार लिवोलुष्यन पाजा कर सकता रूए करके दिखाया उनो ने. तु बात्वा और उंका जीवन, भेहवार, शायली, उंका दिखना, बैटनाउ, ना उन सब का एक प्रफाव था और मैंने तो देखा है की बेग, कही उनके किसे बड़े माशुर हैं, एक बार गोलमेज परिषन में एक अंगरेज नेरी पुलेग पुलेग पुलेग पुलेग",hi
